"ensembl","symbol","direction","program_rank","baseMean","log2FoldChange","stat","pvalue","padj","scrna_grade_rho","scrna_grade_p","scrna_grade_fdr","scrna_mean_count_tumor","scrna_mean_count_other","scrna_pct_tumor","scrna_pct_other","scrna_tumor_specificity_log2","aligned_scrna_grade","recovered_GSE16581","recovered_GSE74385","discovery_strength","internal_evidence_score"
"ENSG00000143195","ILDR2","down_in_WHO_II_vs_I",4,430.077009866995,-3.82075203136673,-7.65255713951413,1.97021514717326e-14,6.50430448289548e-11,-0.434613493680177,0.0925195033999326,0.1910467667609,0.0667624133747926,0.00420915599913213,0.0470878592244517,0.00353655890648731,2.43357920653621,TRUE,TRUE,TRUE,0.984924623115578,5.96984924623116
"ENSG00000070193","FGF10","down_in_WHO_II_vs_I",6,61.2494976699353,-4.28404988567948,-7.38657449558313,1.50659754793621e-13,2.4929481301007e-10,-0.12974982402692,0.631986714375739,0.744339908042538,0.00331859949523823,0.000401388587546105,0.00294211972056834,0.000282056845302669,0.364198579182362,TRUE,TRUE,TRUE,0.974874371859296,5.94974874371859
"ENSG00000127561","SYNGR3","up_in_WHO_II_vs_I",7,22.8350744862913,2.68856847104397,6.85274680435911,7.24452468248331e-12,5.477835777283e-09,0.479353118029607,0.060275202500962,0.136910817109328,0.0117963662729897,0.00622694727706661,0.0107366454257707,0.00592319375135604,0.425696023855691,TRUE,TRUE,TRUE,0.969849246231156,5.93969849246231
"ENSG00000149927","DOC2A","up_in_WHO_II_vs_I",8,52.271513951877,1.4693917635174,6.85006475764723,7.38165657017422e-12,5.477835777283e-09,0.300394620631887,0.258279786779913,0.414812990888951,0.0188518761242104,0.0121284443480148,0.0171507452905169,0.0116402690388371,0.382763102928977,TRUE,TRUE,TRUE,0.964824120603015,5.92964824120603
"ENSG00000248485","PCP4L1","down_in_WHO_II_vs_I",9,32.6851288321115,-3.73253504076749,-7.40534455399817,1.30810385166519e-13,2.4929481301007e-10,-0.166175747583597,0.53849877497565,0.668916447040066,0.0391260091749515,0.00229984812323714,0.031219933906884,0.00201779127793448,1.99739340459745,TRUE,TRUE,TRUE,0.959798994974874,5.91959798994975
"ENSG00000145242","EPHA5","down_in_WHO_II_vs_I",10,126.983052176916,-4.36004602369183,-7.22772611291797,4.91147973592678e-13,6.84375926361376e-10,-0.256410256410256,0.337759578008483,0.504095680638018,0.0347895199185688,0.00139943588630939,0.0292538728613857,0.00126925580386201,1.97372446209097,TRUE,TRUE,TRUE,0.954773869346734,5.90954773869347
"ENSG00000163661","PTX3","up_in_WHO_II_vs_I",11,65.2270822395634,2.66184565143786,6.47019615650135,9.78757755996832e-11,4.62725206964574e-08,0.837270112825046,5.20925676329948e-05,0.00106533565427229,0.0481196926809543,0.0751789976133652,0.0178758174491404,0.0166955955738772,-0.551470677886064,TRUE,TRUE,TRUE,0.949748743718593,5.89949748743719
"ENSG00000144290","SLC4A10","down_in_WHO_II_vs_I",11,494.190295052978,-4.04447106128401,-7.06495852716546,1.60663970497134e-12,1.7723244245465e-09,-0.076696498884737,0.777701446205708,0.864716992634319,0.0233278023341746,0.007203297895422,0.0172483511580239,0.00560859188544153,0.954041029925522,TRUE,TRUE,TRUE,0.949748743718593,5.89949748743719
"ENSG00000117600","PLPPR4","down_in_WHO_II_vs_I",12,722.089694484535,-2.90999524507441,-7.00505314068227,2.46892107014738e-12,2.51402635892892e-09,-0.159784372676536,0.554446233414806,0.683387217929877,0.0156587698871955,0.00212627467997396,0.0127863686434179,0.0017791277934476,1.0795203831547,TRUE,TRUE,TRUE,0.944723618090452,5.8894472361809
"ENSG00000070759","TESK2","down_in_WHO_II_vs_I",14,237.561325642321,-1.31039573187245,-6.84630441212116,7.57821339983014e-12,5.477835777283e-09,-0.166175747583597,0.53849877497565,0.668916447040066,0.0364348759708298,0.0326535040138859,0.0334230377734707,0.0290410067259709,0.122544516659455,TRUE,TRUE,TRUE,0.934673366834171,5.86934673366834
